GRNAME,AccidentYear,lag,DevelopmentYear,GRCODE,DevelopmentLag,cumulative_incurred,cumulative_paid,BulkLoss_D,EarnedPremDIR_D,EarnedPremCeded_D,EarnedPremNet_D,Single,PostedReserve97_D,paid_to_incurred
Colorado Farm Bureau Mut Ins Co,1997,5,2001,13641,5,0,0,0,0,0,0,1,57,
Colorado Farm Bureau Mut Ins Co,1997,6,2002,13641,6,0,0,0,0,0,0,1,57,
Colorado Farm Bureau Mut Ins Co,1997,7,2003,13641,7,0,0,0,0,0,0,1,57,
Colorado Farm Bureau Mut Ins Co,1997,8,2004,13641,8,0,0,0,0,0,0,1,57,
Colorado Farm Bureau Mut Ins Co,1997,9,2005,13641,9,0,0,0,0,0,0,1,57,
Colorado Farm Bureau Mut Ins Co,1997,10,2006,13641,10,0,0,0,0,0,0,1,57,
Fitchburg Mut Ins Co,1988,1,1988,13943,1,138,19,0,668,375,293,1,465,0.13768115942028986
Fitchburg Mut Ins Co,1988,2,1989,13943,2,344,50,0,668,375,293,1,465,0.14534883720930233
Fitchburg Mut Ins Co,1988,3,1990,13943,3,315,80,0,668,375,293,1,465,0.25396825396825395
Fitchburg Mut Ins Co,1988,4,1991,13943,4,297,96,0,668,375,293,1,465,0.32323232323232326
Fitchburg Mut Ins Co,1988,5,1992,13943,5,313,285,16,668,375,293,1,465,0.9105431309904153
Fitchburg Mut Ins Co,1988,6,1993,13943,6,332,292,29,668,375,293,1,465,0.8795180722891566
Fitchburg Mut Ins Co,1988,7,1994,13943,7,313,299,6,668,375,293,1,465,0.9552715654952076
Fitchburg Mut Ins Co,1988,8,1995,13943,8,309,303,0,668,375,293,1,465,0.9805825242718447
Fitchburg Mut Ins Co,1988,9,1996,13943,9,306,303,0,668,375,293,1,465,0.9901960784313726
Fitchburg Mut Ins Co,1988,10,1997,13943,10,302,301,0,668,375,293,1,465,0.9966887417218543
Fitchburg Mut Ins Co,1989,1,1989,13943,1,258,24,0,1108,723,385,1,465,0.09302325581395349
Fitchburg Mut Ins Co,1989,2,1990,13943,2,877,10,0,1108,723,385,1,465,0.011402508551881414
Fitchburg Mut Ins Co,1989,3,1991,13943,3,653,60,0,1108,723,385,1,465,0.09188361408882083
Fitchburg Mut Ins Co,1989,4,1992,13943,4,381,268,53,1108,723,385,1,465,0.7034120734908137
Fitchburg Mut Ins Co,1989,5,1993,13943,5,335,291,26,1108,723,385,1,465,0.8686567164179104
Fitchburg Mut Ins Co,1989,6,1994,13943,6,349,306,19,1108,723,385,1,465,0.8767908309455588
Fitchburg Mut Ins Co,1989,7,1995,13943,7,429,315,96,1108,723,385,1,465,0.7342657342657343
Fitchburg Mut Ins Co,1989,8,1996,13943,8,433,325,96,1108,723,385,1,465,0.7505773672055427
Fitchburg Mut Ins Co,1989,9,1997,13943,9,420,326,84,1108,723,385,1,465,0.7761904761904762
Fitchburg Mut Ins Co,1989,10,1998,13943,10,400,327,64,1108,723,385,1,465,0.8175
Fitchburg Mut Ins Co,1990,1,1990,13943,1,421,-45,0,1517,846,671,1,465,-0.10688836104513064
Fitchburg Mut Ins Co,1990,2,1991,13943,2,1029,48,0,1517,846,671,1,465,0.04664723032069971
Fitchburg Mut Ins Co,1990,3,1992,13943,3,946,180,353,1517,846,671,1,465,0.19027484143763213
Fitchburg Mut Ins Co,1990,4,1993,13943,4,828,492,134,1517,846,671,1,465,0.5942028985507246
Fitchburg Mut Ins Co,1990,5,1994,13943,5,711,629,27,1517,846,671,1,465,0.8846694796061885
Fitchburg Mut Ins Co,1990,6,1995,13943,6,775,655,80,1517,846,671,1,465,0.8451612903225807
Fitchburg Mut Ins Co,1990,7,1996,13943,7,774,668,80,1517,846,671,1,465,0.8630490956072352
Fitchburg Mut Ins Co,1990,8,1997,13943,8,763,668,71,1517,846,671,1,465,0.8754914809960681
Fitchburg Mut Ins Co,1990,9,1998,13943,9,750,681,53,1517,846,671,1,465,0.908
Fitchburg Mut Ins Co,1990,10,1999,13943,10,700,685,4,1517,846,671,1,465,0.9785714285714285
Fitchburg Mut Ins Co,1991,1,1991,13943,1,573,2,0,1115,485,630,1,465,0.0034904013961605585
Fitchburg Mut Ins Co,1991,2,1992,13943,2,848,111,410,1115,485,630,1,465,0.13089622641509435
Fitchburg Mut Ins Co,1991,3,1993,13943,3,617,180,176,1115,485,630,1,465,0.2917341977309562
Fitchburg Mut Ins Co,1991,4,1994,13943,4,803,221,296,1115,485,630,1,465,0.2752179327521793
Fitchburg Mut Ins Co,1991,5,1995,13943,5,681,347,144,1115,485,630,1,465,0.5095447870778267
Fitchburg Mut Ins Co,1991,6,1996,13943,6,694,429,144,1115,485,630,1,465,0.6181556195965417
Fitchburg Mut Ins Co,1991,7,1997,13943,7,683,460,126,1115,485,630,1,465,0.6734992679355783
Fitchburg Mut Ins Co,1991,8,1998,13943,8,655,487,96,1115,485,630,1,465,0.7435114503816794
Fitchburg Mut Ins Co,1991,9,1999,13943,9,587,503,15,1115,485,630,1,465,0.8568994889267462
Fitchburg Mut Ins Co,1991,10,2000,13943,10,593,508,14,1115,485,630,1,465,0.8566610455311973
Fitchburg Mut Ins Co,1992,1,1992,13943,1,91,0,40,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,2,1993,13943,2,83,0,33,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,3,1994,13943,3,111,0,61,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,4,1995,13943,4,50,0,0,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,5,1996,13943,5,50,0,0,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,6,1997,13943,6,50,0,0,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,7,1998,13943,7,50,0,0,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,8,1999,13943,8,61,0,11,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,9,2000,13943,9,60,0,10,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1992,10,2001,13943,10,60,0,10,153,22,131,1,465,0.0
Fitchburg Mut Ins Co,1993,1,1993,13943,1,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,2,1994,13943,2,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,3,1995,13943,3,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,4,1996,13943,4,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,5,1997,13943,5,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,6,1998,13943,6,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,7,1999,13943,7,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,8,2000,13943,8,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,9,2001,13943,9,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1993,10,2002,13943,10,0,0,0,15,-9,24,1,465,
Fitchburg Mut Ins Co,1994,1,1994,13943,1,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,2,1995,13943,2,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,3,1996,13943,3,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,4,1997,13943,4,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,5,1998,13943,5,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,6,1999,13943,6,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,7,2000,13943,7,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,8,2001,13943,8,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,9,2002,13943,9,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1994,10,2003,13943,10,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,1,1995,13943,1,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,2,1996,13943,2,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,3,1997,13943,3,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,4,1998,13943,4,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,5,1999,13943,5,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,6,2000,13943,6,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,7,2001,13943,7,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,8,2002,13943,8,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,9,2003,13943,9,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1995,10,2004,13943,10,0,0,0,16,0,16,1,465,
Fitchburg Mut Ins Co,1996,1,1996,13943,1,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,2,1997,13943,2,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,3,1998,13943,3,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,4,1999,13943,4,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,5,2000,13943,5,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,6,2001,13943,6,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,7,2002,13943,7,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,8,2003,13943,8,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,9,2004,13943,9,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1996,10,2005,13943,10,0,0,0,18,0,18,1,465,
Fitchburg Mut Ins Co,1997,1,1997,13943,1,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,2,1998,13943,2,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,3,1999,13943,3,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,4,2000,13943,4,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,5,2001,13943,5,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,6,2002,13943,6,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,7,2003,13943,7,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,8,2004,13943,8,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,9,2005,13943,9,0,0,0,22,0,22,1,465,
Fitchburg Mut Ins Co,1997,10,2006,13943,10,0,0,0,22,0,22,1,465,
Fremont Mut Ins Co,1988,1,1988,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,2,1989,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,3,1990,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,4,1991,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,5,1992,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,6,1993,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,7,1994,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,8,1995,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,9,1996,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1988,10,1997,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,1,1989,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,2,1990,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,3,1991,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,4,1992,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,5,1993,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,6,1994,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,7,1995,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,8,1996,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,9,1997,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1989,10,1998,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,1,1990,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,2,1991,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,3,1992,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,4,1993,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,5,1994,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,6,1995,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,7,1996,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,8,1997,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,9,1998,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1990,10,1999,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,1,1991,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,2,1992,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,3,1993,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,4,1994,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,5,1995,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,6,1996,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,7,1997,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,8,1998,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,9,1999,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1991,10,2000,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,1,1992,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,2,1993,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,3,1994,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,4,1995,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,5,1996,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,6,1997,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,7,1998,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,8,1999,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,9,2000,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1992,10,2001,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,1,1993,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,2,1994,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,3,1995,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,4,1996,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,5,1997,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,6,1998,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,7,1999,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,8,2000,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,9,2001,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1993,10,2002,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,1,1994,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,2,1995,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,3,1996,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,4,1997,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,5,1998,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,6,1999,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,7,2000,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,8,2001,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,9,2002,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1994,10,2003,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,1,1995,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,2,1996,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,3,1997,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,4,1998,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,5,1999,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,6,2000,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,7,2001,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,8,2002,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,9,2003,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1995,10,2004,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,1,1996,13994,1,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,2,1997,13994,2,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,3,1998,13994,3,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,4,1999,13994,4,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,5,2000,13994,5,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,6,2001,13994,6,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,7,2002,13994,7,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,8,2003,13994,8,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,9,2004,13994,9,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1996,10,2005,13994,10,0,0,0,0,0,0,1,14,
Fremont Mut Ins Co,1997,1,1997,13994,1,15,2,11,91,78,13,1,14,0.13333333333333333
Fremont Mut Ins Co,1997,2,1998,13994,2,19,15,2,91,78,13,1,14,0.7894736842105263
Fremont Mut Ins Co,1997,3,1999,13994,3,31,26,3,91,78,13,1,14,0.8387096774193549
Fremont Mut Ins Co,1997,4,2000,13994,4,30,27,1,91,78,13,1,14,0.9
Fremont Mut Ins Co,1997,5,2001,13994,5,29,27,0,91,78,13,1,14,0.9310344827586207
Fremont Mut Ins Co,1997,6,2002,13994,6,28,27,0,91,78,13,1,14,0.9642857142857143
Fremont Mut Ins Co,1997,7,2003,13994,7,28,27,0,91,78,13,1,14,0.9642857142857143
Fremont Mut Ins Co,1997,8,2004,13994,8,28,27,0,91,78,13,1,14,0.9642857142857143
Fremont Mut Ins Co,1997,9,2005,13994,9,28,27,0,91,78,13,1,14,0.9642857142857143
Fremont Mut Ins Co,1997,10,2006,13994,10,29,27,1,91,78,13,1,14,0.9310344827586207
Goodville Mut Cas Co,1988,1,1988,14044,1,142,41,73,425,209,216,1,90,0.2887323943661972
Goodville Mut Cas Co,1988,2,1989,14044,2,161,72,61,425,209,216,1,90,0.4472049689440994
Goodville Mut Cas Co,1988,3,1990,14044,3,146,92,27,425,209,216,1,90,0.6301369863013698
Goodville Mut Cas Co,1988,4,1991,14044,4,139,110,15,425,209,216,1,90,0.7913669064748201
Goodville Mut Cas Co,1988,5,1992,14044,5,160,146,2,425,209,216,1,90,0.9125
Goodville Mut Cas Co,1988,6,1993,14044,6,165,154,3,425,209,216,1,90,0.9333333333333333
Goodville Mut Cas Co,1988,7,1994,14044,7,168,162,0,425,209,216,1,90,0.9642857142857143
Goodville Mut Cas Co,1988,8,1995,14044,8,177,165,7,425,209,216,1,90,0.9322033898305084
Goodville Mut Cas Co,1988,9,1996,14044,9,170,165,4,425,209,216,1,90,0.9705882352941176
Goodville Mut Cas Co,1988,10,1997,14044,10,167,163,3,425,209,216,1,90,0.9760479041916168
Goodville Mut Cas Co,1989,1,1989,14044,1,107,16,64,463,257,206,1,90,0.14953271028037382
Goodville Mut Cas Co,1989,2,1990,14044,2,165,59,70,463,257,206,1,90,0.3575757575757576
Goodville Mut Cas Co,1989,3,1991,14044,3,157,83,45,463,257,206,1,90,0.5286624203821656
Goodville Mut Cas Co,1989,4,1992,14044,4,114,87,5,463,257,206,1,90,0.7631578947368421
Goodville Mut Cas Co,1989,5,1993,14044,5,120,95,7,463,257,206,1,90,0.7916666666666666
Goodville Mut Cas Co,1989,6,1994,14044,6,112,101,1,463,257,206,1,90,0.9017857142857143
Goodville Mut Cas Co,1989,7,1995,14044,7,116,105,3,463,257,206,1,90,0.9051724137931034
Goodville Mut Cas Co,1989,8,1996,14044,8,120,109,6,463,257,206,1,90,0.9083333333333333
Goodville Mut Cas Co,1989,9,1997,14044,9,118,109,5,463,257,206,1,90,0.923728813559322
Goodville Mut Cas Co,1989,10,1998,14044,10,117,110,4,463,257,206,1,90,0.9401709401709402
Goodville Mut Cas Co,1990,1,1990,14044,1,324,48,224,676,209,467,1,90,0.14814814814814814
Goodville Mut Cas Co,1990,2,1991,14044,2,412,148,175,676,209,467,1,90,0.3592233009708738
Goodville Mut Cas Co,1990,3,1992,14044,3,294,201,12,676,209,467,1,90,0.6836734693877551
Goodville Mut Cas Co,1990,4,1993,14044,4,341,256,19,676,209,467,1,90,0.750733137829912
Goodville Mut Cas Co,1990,5,1994,14044,5,337,287,2,676,209,467,1,90,0.8516320474777448
Goodville Mut Cas Co,1990,6,1995,14044,6,359,303,19,676,209,467,1,90,0.8440111420612814
Goodville Mut Cas Co,1990,7,1996,14044,7,359,316,19,676,209,467,1,90,0.8802228412256268
Goodville Mut Cas Co,1990,8,1997,14044,8,366,321,15,676,209,467,1,90,0.8770491803278688
Goodville Mut Cas Co,1990,9,1998,14044,9,359,333,11,676,209,467,1,90,0.9275766016713092
Goodville Mut Cas Co,1990,10,1999,14044,10,357,337,10,676,209,467,1,90,0.9439775910364145
Goodville Mut Cas Co,1991,1,1991,14044,1,403,43,303,588,26,562,1,90,0.10669975186104218
Goodville Mut Cas Co,1991,2,1992,14044,2,347,126,166,588,26,562,1,90,0.3631123919308357
Goodville Mut Cas Co,1991,3,1993,14044,3,342,177,98,588,26,562,1,90,0.5175438596491229
Goodville Mut Cas Co,1991,4,1994,14044,4,271,205,4,588,26,562,1,90,0.7564575645756457
Goodville Mut Cas Co,1991,5,1995,14044,5,293,234,31,588,26,562,1,90,0.7986348122866894
Goodville Mut Cas Co,1991,6,1996,14044,6,291,253,24,588,26,562,1,90,0.8694158075601375
Goodville Mut Cas Co,1991,7,1997,14044,7,280,257,16,588,26,562,1,90,0.9178571428571428
Goodville Mut Cas Co,1991,8,1998,14044,8,275,255,14,588,26,562,1,90,0.9272727272727272
Goodville Mut Cas Co,1991,9,1999,14044,9,278,256,14,588,26,562,1,90,0.920863309352518
Goodville Mut Cas Co,1991,10,2000,14044,10,278,258,10,588,26,562,1,90,0.9280575539568345
Goodville Mut Cas Co,1992,1,1992,14044,1,86,0,86,132,0,132,1,90,0.0
Goodville Mut Cas Co,1992,2,1993,14044,2,78,0,78,132,0,132,1,90,0.0
Goodville Mut Cas Co,1992,3,1994,14044,3,72,0,72,132,0,132,1,90,0.0
Goodville Mut Cas Co,1992,4,1995,14044,4,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1992,5,1996,14044,5,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1992,6,1997,14044,6,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1992,7,1998,14044,7,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1992,8,1999,14044,8,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1992,9,2000,14044,9,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1992,10,2001,14044,10,0,0,0,132,0,132,1,90,
Goodville Mut Cas Co,1993,1,1993,14044,1,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,2,1994,14044,2,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,3,1995,14044,3,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,4,1996,14044,4,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,5,1997,14044,5,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,6,1998,14044,6,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,7,1999,14044,7,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,8,2000,14044,8,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,9,2001,14044,9,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1993,10,2002,14044,10,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,1,1994,14044,1,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,2,1995,14044,2,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,3,1996,14044,3,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,4,1997,14044,4,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,5,1998,14044,5,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,6,1999,14044,6,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,7,2000,14044,7,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,8,2001,14044,8,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,9,2002,14044,9,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1994,10,2003,14044,10,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,1,1995,14044,1,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,2,1996,14044,2,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,3,1997,14044,3,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,4,1998,14044,4,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,5,1999,14044,5,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,6,2000,14044,6,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,7,2001,14044,7,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,8,2002,14044,8,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,9,2003,14044,9,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1995,10,2004,14044,10,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,1,1996,14044,1,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,2,1997,14044,2,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,3,1998,14044,3,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,4,1999,14044,4,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,5,2000,14044,5,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,6,2001,14044,6,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,7,2002,14044,7,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,8,2003,14044,8,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,9,2004,14044,9,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1996,10,2005,14044,10,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1997,1,1997,14044,1,0,0,0,0,0,0,1,90,
Goodville Mut Cas Co,1997,2,1998,14044,2,0,0,0,0,0,0,1,90,
